"ID;""En matière d'Internet"," vous vous considérez comme un utilisateur…"";""Quel(s) type(s) de sites visitez-vous couramment ?"";""Considérez-vous que cette adresse soit votre adresse email principale ?"";""A quelle fréquence consultez-vous votre boîte email ?"";""D’une manière générale", combien d’emails publicitaires, newsletters, alerting, ou autres," recevez-vous à cette adresse ?"";""Quelle image avez-vous de projet-one ?"";""A quelle fréquence profitez-vous des offres via le site project-one ?"";""Vous diriez que vous ouvrez les communications email de projet-one :"";""Comment jugez-vous l’impact des communications email sur l’image que vous avez de Projet-one ?"";""Les communications email de Projet-one vous incitent-elles à aller sur le site :"";""Quelles sont les raisons principales qui vous ont incité à recevoir les communications email de Projet-one ?"";""De manière générale"," quel est votre niveau de satisfaction concernant les communications email de Projet-one ?"";""Que pensez-vous de la longueur des communications email de Porjet-one ?"";""Par rapport à aujourd’hui"," vous souhaiteriez recevoir des communications email de Projet-one…"";""Avez-vous rencontré récemment un ou plusieurs des obstacles suivants vis-à-vis des communications email de Projet-one ?"";""Pensez-vous continuer à consulter les communications email de Projet-one à l’avenir ?"";""Vous êtes ?"";""Vous vivez…"";""Vous habitez…"";""Quel âge avez-vous ?"";""Quelle est votre profession ?""",,
4244;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;De temps en temps;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;8;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sûrement;Femme;Paris ou région parisienne;Seul(e) avec enfant(s);45-54;Artisan, commerçant, chef d'entreprise,,,,
4246;Confirmé(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Au moins une fois par mois;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);25-34;Sans activité professionnelle,,,,,
4249;Confirmé(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Non, c’est une adresse secondaire;Plusieurs fois par jour;Plusieurs par semaine mais moins de 1 par jours;Assez bonne;Moins souvent;Systématiquement;Peu important;Moins souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;6;De la bonne longueur;Un peu plus fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Seul(e) sans enfant;45-54;Artisan, commerçant, chef d'entreprise,,,,
4251;Confirmé(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Au moins une fois par mois;De temps en temps;Très important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;8;Un peu trop longue;Un peu moins fréquemment;Le manque de temps;Oui, sûrement;Femme;Paris ou région parisienne;Seul(e) sans enfant;25-34;Profession Intermédiaire, contremaître, agent de maîtrise,,,,,
4253;Expert(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Sport;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Au moins une fois par mois;Régulièrement;Assez important;Plus souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;8;Un peu trop courte;A la même fréquence;Les liens sont trop lents|Les images sont bloquées;Oui, sûrement;Femme;Province;Chez vos parents;18-24;Etudiant,,,,,,
4254;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par semaine;Environ 1 par jour;Assez bonne;Jamais;Régulièrement;Peu important;Aussi souvent;Simplement par curiosité;5;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;35-44;Profession Intermédiaire, contremaître, agent de maîtrise,,,
4258;Confirmé(e);Site marchand (e-commerce)|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Jamais;Peu important;Plus souvent;Avoir accès aux conseils d’un expert;6;Un peu trop longue;Beaucoup moins fréquemment;Le manque de temps;Non, sans doute pas;Femme;Province;Seul(e) avec enfant(s);25-34;Employé,,,,,,,
4260;Débutant(e);Jeux, Loisirs|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Environ 1 par jour;Assez bonne;Jamais;De temps en temps;Pas important du tout;C’est votre façon principale d’y aller;Suivre  l'actualité d'un forum, d'un blog,…|Simplement par curiosité;4;Beaucoup trop courte;Un peu moins fréquemment;Le manque de temps|Certains liens ne fonctionnent pas;Oui, sûrement;Femme;Province;En couple sans enfant;45-54;Employé,,,,
4262;Initié(e);Documents de référence (dictionnaire, archive…)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Très bonne;Moins souvent;Systématiquement;Assez important;Plus souvent;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;9;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Seul(e) avec enfant(s);45-54;Employé,,,,,
4265;Initié(e);Jeux, Loisirs|Réseaux sociaux;Non, c’est une adresse secondaire;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Plus d’une fois par semaine;Systématiquement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;10;Un peu trop longue;Beaucoup plus fréquemment;Le manque de temps|Les liens sont trop lents|Les images sont bloquées;Oui, sûrement;Femme;Province;En couple avec enfant(s);35-44;Sans activité professionnelle,,,,,,,
4266;Confirmé(e);Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;Régulièrement;Peu important;C’est votre façon principale d’y aller;Recevoir des actualités|Avoir accès aux conseils d’un expert;7;Un peu trop courte;Beaucoup plus fréquemment;Certains liens ne fonctionnent pas;Oui, sûrement;Femme;Province;En couple avec enfant(s);25-34;Sans activité professionnelle,,,,,,
4268;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce);Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Systématiquement;Assez important;Aussi souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Recevoir des adresses près de chez moi, des idées de sorties;6;De la bonne longueur;Un peu plus fréquemment;Certains liens ne fonctionnent pas|Les images sont bloquées;Oui, sûrement;Femme;Paris ou région parisienne;Seul(e) sans enfant;55-64;Retraité,,,,,,
4274;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Au moins une fois par mois;Régulièrement;Peu important;Aussi souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Simplement par curiosité;7;Un peu trop longue;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Non, sans doute pas;Femme;Province;En couple avec enfant(s);35-44;Ouvrier,,,,
4276;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Environ une fois par semaine;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Suivre  l'actualité d'un forum, d'un blog,…;7;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Province;Chez vos parents;18-24;Etudiant,,,
4278;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Non, c’est une adresse secondaire;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Moins souvent;De temps en temps;Peu important;C’est votre façon principale d’y aller;Bénéficier d'offres promotionnelles|Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;6;Un peu trop longue;A la même fréquence;Le manque de temps|Certains liens ne fonctionnent pas;Oui, sans doute;Femme;Province;En couple sans enfant;55-64;Sans activité professionnelle,,,
4279;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;De temps en temps;Peu important;Plus souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Suivre  l'actualité d'un forum, d'un blog,…;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);25-34;Employé,,,,
4280;Initié(e);Jeux, Loisirs;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Au moins une fois par mois;Régulièrement;Assez important;Aussi souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;5;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);18-24;Sans activité professionnelle,,,,,,,
4281;Confirmé(e);Documents de référence (dictionnaire, archive…)|Informatique|Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Assez important;Plus souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;8;Un peu trop longue;Un peu plus fréquemment;Le manque de temps|Certains liens ne fonctionnent pas;Oui, sûrement;Femme;Province;En couple sans enfant;55-64;Retraité,,,,,
4282;Expert(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Environ une fois par semaine;Systématiquement;Assez important;Aussi souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Recevoir des adresses près de chez moi, des idées de sorties;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);35-44;Employé,,,,,
4283;Débutant(e);Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Très bonne;Moins souvent;Systématiquement;Assez important;Aussi souvent;Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;8;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;>65;Sans activité professionnelle,,,,,
4284;Confirmé(e);Site marchand (e-commerce)|Presse, Actualité;Oui, mais j’ai d’autres adresses email;Plusieurs fois par semaine;Plusieurs par jour;Très bonne;Jamais;Rarement;Assez important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;9;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Province;Chez vos parents;18-24;Sans activité professionnelle,,,,,,,
4286;Initié(e);Je ne visite aucun site en particulier;Oui, mais j’ai d’autres adresses email;Moins souvent;Environ 1 par semaine;Très bonne;Moins souvent;Régulièrement;Assez important;Plus souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;7;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sûrement;Femme;Paris ou région parisienne;Seul(e) avec enfant(s);45-54;Profession Intermédiaire, contremaître, agent de maîtrise,,,,
4288;Confirmé(e);Réseaux sociaux;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Plus d’une fois par semaine;Régulièrement;Assez important;Aussi souvent;Avoir accès aux conseils d’un expert|Recevoir des petites annonces;8;De la bonne longueur;Beaucoup plus fréquemment;L’email est classé automatiquement comme spam.;Oui, sûrement;Femme;Province;En couple sans enfant;18-24;Sans activité professionnelle,,,,,,,,
4289;Initié(e);Je ne visite aucun site en particulier;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Très bonne;Au moins une fois par mois;Systématiquement;Assez important;Plus souvent;Recevoir des actualités|Etre informé sur les produits/marques|Recevoir des adresses près de chez moi, des idées de sorties;8;Un peu trop longue;Un peu plus fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;55-64;Retraité,,,,,,,
4291;Confirmé(e);Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux|Sport;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;De temps en temps;Assez important;Plus souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Simplement par curiosité;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Homme;Province;En couple sans enfant;35-44;Employé,,,,,,,
4293;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ une fois par semaine;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Avoir accès aux conseils d’un expert;10;De la bonne longueur;Un peu plus fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Homme;Province;En couple avec enfant(s);35-44;Ouvrier,,,,,,
4295;Initié(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux;Oui, c’est ma seule adresse email;Une fois par jour;Environ 1 par jour;Assez bonne;Moins souvent;De temps en temps;Assez important;Plus souvent;Bénéficier d'offres promotionnelles|Suivre  l'actualité d'un forum, d'un blog,…|Recevoir des adresses près de chez moi, des idées de sorties;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;25-34;Employé,,,
4299;Initié(e);Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Santé, médicale;Non, c’est une adresse secondaire;Une fois par semaine;Plusieurs par jour;Assez bonne;Au moins une fois par mois;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;7;De la bonne longueur;Un peu plus fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;45-54;Employé,,,,,,
4300;Confirmé(e);Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Ne sait pas;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles;6;De la bonne longueur;Un peu moins fréquemment;Le manque de temps;Oui, sans doute;Femme;Province;En couple sans enfant;18-24;Etudiant,,,,,,,
4304;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Rarement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;6;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);18-24;Sans activité professionnelle,,,,,,
4307;Débutant(e);Documents de référence (dictionnaire, archive…)|Informatique|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Environ 1 par jour;Assez mauvaise;Jamais;Régulièrement;Peu important;Aussi souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…|Simplement par curiosité;5;Un peu trop longue;Un peu moins fréquemment;Certains liens ne fonctionnent pas|Les images sont bloquées;Oui, sans doute;Femme;Province;Seul(e) sans enfant;>65;Retraité,,,
4308;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sport;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Simplement par curiosité;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple sans enfant;35-44;Employé,,,,,
4310;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Plus d’une fois par semaine;Systématiquement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;9;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);45-54;Employé,,,,,
4313;Initié(e);Jeux, Loisirs|Presse, Actualité|Réseaux sociaux;Oui, c’est ma seule adresse email;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Jamais;Régulièrement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;5;Un peu trop longue;A la même fréquence;Le manque de temps|Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Chez vos parents;25-34;Sans activité professionnelle,,,,,,
4314;Confirmé(e);Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;Jamais;Pas important du tout;Moins souvent;Suivre  l'actualité d'un forum, d'un blog,…;8;De la bonne longueur;Beaucoup moins fréquemment;Les liens sont trop lents|La mise en forme ne s’affiche pas correctement|Les images sont bloquées;Oui, sûrement;Femme;Province;En couple avec enfant(s);25-34;Employé,,,,
4316;Initié(e);Je ne visite aucun site en particulier;Non, c’est une adresse secondaire;Une fois par semaine;Plusieurs par jour;Très bonne;Plus d’une fois par semaine;Régulièrement;Très important;C’est votre façon principale d’y aller;Recevoir des actualités|Etre informé sur les produits/marques;10;De la bonne longueur;Un peu plus fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;>65;Retraité,,,,,,,,
4321;Initié(e);Presse, Actualité|Réseaux sociaux|Santé, médicale|Sport;Oui, mais j’ai d’autres adresses email;Plusieurs fois par semaine;Plusieurs par jour;Très bonne;Jamais;De temps en temps;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Avoir accès aux conseils d’un expert;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);35-44;Sans activité professionnelle,,,,,,
4322;Initié(e);Site marchand (e-commerce)|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Pas important du tout;Moins souvent;Simplement par curiosité|Avoir accès aux conseils d’un expert;5;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Seul(e) avec enfant(s);45-54;Sans activité professionnelle,,,,,,,
4323;Débutant(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité;Oui, c’est ma seule adresse email;Plusieurs fois par semaine;Plusieurs par jour;Très bonne;Moins souvent;Systématiquement;Peu important;Plus souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;5;De la bonne longueur;A la même fréquence;Certains liens ne fonctionnent pas;Oui, sûrement;Femme;Province;En couple avec enfant(s);35-44;Artisan, commerçant, chef d'entreprise,,
4327;Initié(e);Documents de référence (dictionnaire, archive…)|Jeux, Loisirs|Presse, Actualité|Santé, médicale|Sciences;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Suivre  l'actualité d'un forum, d'un blog,…;7;De la bonne longueur;A la même fréquence;Certains liens ne fonctionnent pas;Oui, sans doute;Femme;Paris ou région parisienne;En couple sans enfant;>65;Retraité,,
4328;Expert(e);Site marchand (e-commerce)|Informatique|Réseaux sociaux|Santé, médicale|Sport;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;Rarement;Peu important;Aussi souvent;Recevoir des actualités|Recevoir des adresses près de chez moi, des idées de sorties|Avoir accès aux conseils d’un expert;7;De la bonne longueur;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Non, sans doute pas;Femme;Province;Seul(e) avec enfant(s);25-34;Employé,,,,,,
4329;Initié(e);Jeux, Loisirs|Documents de référence (dictionnaire, archive…)|Sport|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Régulièrement;Assez important;Plus souvent;Suivre  l'actualité d'un forum, d'un blog,…|Simplement par curiosité;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Seul(e) sans enfant;35-44;Employé,,,,
4331;Initié(e);Site marchand (e-commerce)|Jeux, Loisirs;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Peu important;Aussi souvent;Etre informé sur les produits/marques;6;Un peu trop longue;Un peu moins fréquemment;Le manque de temps|L’email est classé automatiquement comme spam.;Oui, sans doute;Femme;Paris ou région parisienne;En couple avec enfant(s);45-54;Profession Intermédiaire, contremaître, agent de maîtrise,,,,,
4332;Confirmé(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sport;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Au moins une fois par mois;De temps en temps;Assez important;Moins souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;3;De la bonne longueur;Un peu plus fréquemment;Certains liens ne fonctionnent pas|L’email est classé automatiquement comme spam.;Oui, sans doute;Femme;Province;En couple sans enfant;35-44;Sans activité professionnelle,,,,,
4333;Initié(e);Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par semaine mais moins de 1 par jours;Très bonne;Moins souvent;Systématiquement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;8;Un peu trop longue;A la même fréquence;Le manque de temps|Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;Seul(e) sans enfant;>65;Employé,,,,,,
4340;Initié(e);Jeux, Loisirs|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Environ tous les deux ou trois mois;Jamais;Ne sait pas;Moins souvent;Bénéficier d'offres promotionnelles;5;De la bonne longueur;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Non, sans doute pas;Femme;Province;En couple sans enfant;45-54;Employé,,,,,,
4341;Initié(e);Presse, Actualité;Non, c’est une adresse secondaire;Une fois par jour;Environ 1 par jour;Assez bonne;Moins souvent;Régulièrement;Peu important;Aussi souvent;Etre informé sur les produits/marques|Simplement par curiosité;6;Un peu trop longue;A la même fréquence;Certains liens ne fonctionnent pas;Oui, sans doute;Femme;Paris ou région parisienne;En couple sans enfant;>65;Sans activité professionnelle,,,,,,,
4342;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Régulièrement;Ne sait pas;Aussi souvent;Etre informé sur les produits/marques|Simplement par curiosité|Avoir accès aux conseils d’un expert;6;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sûrement;Femme;Paris ou région parisienne;Seul(e) avec enfant(s);45-54;Employé,,,,,,
4343;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Santé, médicale;Non, c’est une adresse secondaire;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Au moins une fois par mois;Systématiquement;Assez important;Plus souvent;Recevoir des actualités|Avoir accès aux conseils d’un expert;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);35-44;Sans activité professionnelle,,,,,
4346;Débutant(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Moins souvent;Environ 1 par jour;Assez bonne;Jamais;Rarement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;4;Un peu trop courte;Un peu plus fréquemment;Le manque de temps;Oui, sûrement;Femme;Province;Seul(e) avec enfant(s);45-54;Sans activité professionnelle,,,
4347;Débutant(e);Jeux, Loisirs|Réseaux sociaux;Oui, c’est ma seule adresse email;Une fois par semaine;Plusieurs par jour;Assez bonne;Environ une fois par semaine;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Seul(e) sans enfant;35-44;Employé,,,,,,,
4350;Initié(e);Jeux, Loisirs|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Très bonne;Au moins une fois par mois;Régulièrement;Assez important;Plus souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;9;De la bonne longueur;Beaucoup plus fréquemment;Le manque de temps|Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Sans activité professionnelle,,,,,,
4353;Initié(e);Site marchand (e-commerce)|Informatique|Santé, médicale|Sciences;Non, c’est une adresse secondaire;Plusieurs fois par jour;Plusieurs par jour;Je ne connais pas;Jamais;Jamais;Ne sait pas;Moins souvent;Simplement par curiosité;5;De la bonne longueur;Un peu plus fréquemment;Le manque de temps;Oui, sans doute;Femme;Province;Seul(e) avec enfant(s);45-54;Profession Intermédiaire, contremaître, agent de maîtrise,,,,,
4355;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Santé, médicale|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Jamais;Régulièrement;Peu important;Aussi souvent;Recevoir des actualités|Simplement par curiosité;5;De la bonne longueur;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Paris ou région parisienne;Chez vos parents;18-24;Etudiant,,,,,
